OBJECTID,DATE_REPORTED,KPI_GROUP1,OVERALL_TESTED_TST,TOTAL_RESIDENTS_TESTED_TST,TOTAL_POSITIVES_TST,NO_DEATH_TST,NO_RECOVERED_TST,KPI_GROUP2,TOTAL_ICU_BEDS_HOS,ICU_BEDS_AVAILABLE_HOS,TOTAL_VENTILATORS_HOS,VENTILATORS_IN_USE_HOS,VENTILATORS_AVAILABLE_HOS,TOTAL_COVID19_PATIS_DCHOS_HOS,TOTAL_COVID19_PATIENTS_ICU_HOS,TOTAL_COVID19_NON_DCHOS_HOS,KPI_GROUP3,TOTAL_POSITIVE_FEMS,TOTAL_POSITIVE_OUT_FEMS,PERSON_RETRND_TO_WORK_FEMS,PERSON_QUARANTINE_FEMS,OUT_POSITIVE_QUARANTINE_FEMS,RETURND_TO_WORK_FEMS,KPI_GROUP4,TOTAL_POSITIVE_PSMPD,TOTAL_POSITIVE_OUT_PSMPD,RECOVRD_RETURND_TO_WORK_PSMPD,PERSON_QUARANTINE_PSMPD,OUT_POSITIVE_QUARANTINE_PSMPD,RETURND_TO_WORK_PSMPD,LIVE_LOST_MPD,KPI_GROUP5,TOTAL_POSITIVE_PSDP,TOTAL_POSITIVE_OUT_PSDP,RECOVRD_RETURND_TO_WORK_PSDP,PERSON_QUARANTINE_PSDP,OUT_POSITIVE_QUARANTINE_PSDP,RETURND_TO_WORK_PSDP,LIVE_LOST_PERSONNEL_PSDP,KPI_GROUP6,TOTAL_POSITIVE_PSDR,TOTAL_POSITIVE_ISO_PSDR,RECOVRD_RES_PSDR,RES_QUARANTINE_PSDR,OUT_POSITIVE_QUARANTINE_PSDR,RETURND_TO_GP_PSDR,LIVE_LOST_RES_PSDR,KPI_GROUP7,TOTAL_POSITIVE_PSDYP,TOTAL_POSITIVE_OUT_PSDYP,RETURND_TO_WORK_PSDYP,PERSON_QUARANTINE_PSDYP,OUT_POSITIVE_QUARANTINE_PSDYP,RETURND_PER_TO_WORK_PSDYP,LIVE_LOST_PERSONNEL_PSDYP,KPI_GROUP8,TOTAL_POSITIVE_PSDYR,TOTAL_POSITIVE_OUT_PSDYR,RECOVRD_RES_PSDYR,RES_QUARANTINE_PSDYR,OUT_POSITIVE_QUARANTINE_PSDYR,NO_LONGER_ISO_QUAR_PSDYR,RETURND_TO_GP_PSDYR,KPI_GROUP9,TOTAL_POSITIVE_PSOUCP,TOTAL_POSITIVE_OUT_PSOUCP,RETURND_TO_WORK_PSOUCP,PERSON_QUARANTINE_PSOUCP,OUT_POSITIVE_QUARANTINE_PSOUCP,RETURND_PER_TO_WORK_PSOUCP,KPI_GROUP10,TOTAL_REMOTE_QTRN_SHELTER_DHS,TOTAL_REMOTE_QRTN_DHS,REMOTE_QUARN_SHELTER_DHS,LIVE_LOST_DHS,KPI_GROUP11,TOTAL_POSITIVE_SEHP,PERSON_QUARANTINE_SEHP,POSITIVE_OUT_QUARN_SEHP,RETURND_TO_WORK_SEHP,LIVE_LOST_SEHP,KPI_GROUP12,IIC_QRNT_ISLTD_POSITIVE_SEHI,IIC_QRNT_ISLTD_EXPO_SYM_SEHI,TOTAL_IIC_ISLD_QTRN_SEHI,TOTAL_RES_NOT_ISLTD_QRTN_SEHI,LIVE_LOST_SEHI,KPI_GROUP13,DDA_POSITIVE_HSDDS,DDA_RECOVERED_HSDDS,DDA_LIVE_LOST_HSDDS,KPI_GROUP14,TOTAL_POSITIVE_CFSA,PERSON_QUARANTINE_CFSA,RETURND_TO_WORK_CFSA,LIVE_LOST_CFSA,KPI_GROUP15,TOTAL_POSITIVE_DMVP,TOTAL_POSITIVE_OUT_DMVP,RECOVERED_RETURNED_WRK_DMVP,TOTAL_QUARN_DMVP,POSITIVE_OUT_QUARN_DMVP,RETURNED_TO_WORK_DMVP,LIVE_LOST_DMVP,KPI_GROUP16,TOTAL_POSITIVE_CONF_DCPSPWIP,TOTAL_RPRTD_PENDCONF_DCPSPWIP,TOTAL_CURR_QUARN_DCPSPWIP,KPI_GROUP17,TOTAL_POSITIVE_CONF_DCPSSPIPA,TOTAL_RPRTD_PENDCONF_DCPSSPIPA,TOTAL_CURR_QUARN_DCPSSPIPA
539,2021/10/01 00:00:00+00,Testing,2063920,614020,61791,1178,34985,Hospitals,345,49,440,159,281,91,16,2247,Public Safety - FEMS,525,35,490,81,116,4672,Public Safety - MPD,827,27,294,16,43,2886,2,Public Safety - DOC - Personnel,234,8,223,0,8,445,3,Public Safety - DOC -Residents,317,10,294,483,493,1148,1,Public Safety - DYRS - Personnel,84,82,0,0,1,300,1,Public Safety - DYRS -Residents,47,1,46,6,6,97,0,Public Safety - OUC -Personnel,70,0,70,0,0,178,Human Services - DHS,597,30,11,25,Saint Elizabeths Hospital (SEH-Personnel),280,1,4,455,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),105,2,199,87,17,Human Services - DDS,444,371,62,Human Services - CFSA,69,5,244,1,DMV Personnel,32,0,30,0,0,58,2,DCPS Personnel Working In-Person,190,,176,DCPS Students Particpating in In-Person Activities,527,,695
540,2021/10/04 00:00:00+00,Testing,2074972,616495,61863,1179,34985,Hospitals,345,57,440,164,276,91,16,2111,Public Safety - FEMS,536,41,495,454,495,4804,Public Safety - MPD,833,23,805,19,42,2889,2,Public Safety - DOC - Personnel,234,6,227,0,6,447,3,Public Safety - DOC -Residents,318,5,300,402,407,1168,1,Public Safety - DYRS - Personnel,84,0,83,0,0,301,1,Public Safety - DYRS -Residents,48,2,46,15,17,1168,0,Public Safety - OUC -Personnel,71,1,70,1,2,177,Human Services - DHS,604,22,9,25,Saint Elizabeths Hospital (SEH-Personnel),280,1,1,455,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),105,0,197,88,17,Human Services - DDS,444,371,62,Human Services - CFSA,69,0,249,1,DMV Personnel,32,0,30,0,0,58,2,DCPS Personnel Working In-Person,193,,95,DCPS Students Particpating in In-Person Activities,544,,381
541,2021/10/05 00:00:00+00,Testing,2080378,617459,61978,1180,34985,Hospitals,345,57,440,162,278,87,12,2178,Public Safety - FEMS,536,41,495,454,495,4804,Public Safety - MPD,833,23,805,19,42,2889,2,Public Safety - DOC - Personnel,234,6,227,0,6,447,3,Public Safety - DOC -Residents,318,5,300,402,407,1168,1,Public Safety - DYRS - Personnel,84,0,83,0,0,301,1,Public Safety - DYRS -Residents,48,2,46,15,17,1168,0,Public Safety - OUC -Personnel,71,1,70,1,2,177,Human Services - DHS,606,29,15,25,Saint Elizabeths Hospital (SEH-Personnel),280,1,1,455,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),105,0,197,88,17,Human Services - DDS,444,371,63,Human Services - CFSA,69,0,249,1,DMV Personnel,32,0,30,0,0,58,2,DCPS Personnel Working In-Person,197,,141,DCPS Students Particpating in In-Person Activities,568,,633
542,2021/10/06 00:00:00+00,Testing,2088768,618829,62098,1181,34985,Hospitals,345,43,440,161,279,88,13,2173,Public Safety - FEMS,536,41,495,454,495,4804,Public Safety - MPD,833,23,805,19,42,2889,2,Public Safety - DOC - Personnel,234,6,227,0,6,447,3,Public Safety - DOC -Residents,318,5,300,402,407,1168,1,Public Safety - DYRS - Personnel,84,0,83,0,0,301,1,Public Safety - DYRS -Residents,48,2,46,15,17,1168,0,Public Safety - OUC -Personnel,71,1,70,1,2,177,Human Services - DHS,607,25,16,25,Saint Elizabeths Hospital (SEH-Personnel),280,1,1,455,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),105,0,197,88,17,Human Services - DDS,444,371,63,Human Services - CFSA,69,0,249,1,DMV Personnel,32,0,30,0,0,58,2,DCPS Personnel Working In-Person,201,,176,DCPS Students Particpating in In-Person Activities,583,,860
543,2021/10/07 00:00:00+00,Testing,2099490,620824,62266,1182,34985,Hospitals,345,40,440,156,284,82,14,2173,Public Safety - FEMS,536,41,495,454,495,4804,Public Safety - MPD,833,23,805,19,42,2889,2,Public Safety - DOC - Personnel,234,6,227,0,6,447,3,Public Safety - DOC -Residents,318,5,300,402,407,1168,1,Public Safety - DYRS - Personnel,84,0,83,0,0,301,1,Public Safety - DYRS -Residents,48,2,46,15,17,97,0,Public Safety - OUC -Personnel,71,1,70,1,2,177,Human Services - DHS,607,24,18,25,Saint Elizabeths Hospital (SEH-Personnel),280,1,1,455,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),105,0,202,88,17,Human Services - DDS,444,371,63,Human Services - CFSA,69,0,249,1,DMV Personnel,32,0,30,0,0,58,2,DCPS Personnel Working In-Person,202,,162,DCPS Students Particpating in In-Person Activities,598,,865
544,2021/10/08 00:00:00+00,Testing,2109482,622499,62702,1182,34985,Hospitals,345,57,440,153,287,81,16,2074,Public Safety - FEMS,536,41,495,454,495,4804,Public Safety - MPD,833,23,805,19,42,2889,2,Public Safety - DOC - Personnel,234,6,227,0,6,447,3,Public Safety - DOC -Residents,318,5,300,402,407,1168,1,Public Safety - DYRS - Personnel,84,0,83,0,0,301,1,Public Safety - DYRS -Residents,48,2,46,15,17,97,0,Public Safety - OUC -Personnel,71,1,70,1,2,177,Human Services - DHS,607,30,20,25,Saint Elizabeths Hospital (SEH-Personnel),280,1,1,455,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),105,2,199,88,17,Human Services - DDS,444,371,63,Human Services - CFSA,69,0,249,1,DMV Personnel,32,0,30,0,0,58,2,DCPS Personnel Working In-Person,203,,174,DCPS Students Particpating in In-Person Activities,613,,916
545,2021/10/11 00:00:00+00,Testing,2109482,622499,62702,1182,34985,Hospitals,345,57,440,153,287,81,16,2074,Public Safety - FEMS,536,41,495,454,495,4804,Public Safety - MPD,833,23,805,19,42,2889,2,Public Safety - DOC - Personnel,234,6,227,0,6,447,3,Public Safety - DOC -Residents,318,5,300,402,407,1168,1,Public Safety - DYRS - Personnel,84,0,83,0,0,301,1,Public Safety - DYRS -Residents,48,2,46,15,17,97,0,Public Safety - OUC -Personnel,71,1,70,1,2,177,Human Services - DHS,607,30,20,25,Saint Elizabeths Hospital (SEH-Personnel),280,1,1,455,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),105,2,199,88,17,Human Services - DDS,444,371,63,Human Services - CFSA,79,0,249,1,DMV Personnel,32,0,30,0,0,58,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
546,2021/10/12 00:00:00+00,Testing,2119007,624835,62750,1183,34985,Hospitals,345,54,440,157,283,77,16,2137,Public Safety - FEMS,536,41,495,454,495,4804,Public Safety - MPD,833,23,805,19,42,2889,2,Public Safety - DOC - Personnel,234,6,227,0,6,447,3,Public Safety - DOC -Residents,318,5,300,402,407,1168,1,Public Safety - DYRS - Personnel,84,0,83,0,0,301,1,Public Safety - DYRS -Residents,48,2,46,15,17,97,0,Public Safety - OUC -Personnel,71,1,70,1,2,177,Human Services - DHS,610,35,21,25,Saint Elizabeths Hospital (SEH-Personnel),280,1,1,455,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,3,199,88,17,Human Services - DDS,446,371,63,Human Services - CFSA,70,1,249,1,DMV Personnel,32,0,30,0,0,58,2,DCPS Personnel Working In-Person,207,,72,DCPS Students Particpating in In-Person Activities,638,,534
547,2021/10/13 00:00:00+00,Testing,2125519,625955,62852,1183,34985,Hospitals,345,48,440,149,291,69,15,2211,Public Safety - FEMS,536,41,495,454,495,4804,Public Safety - MPD,833,23,805,19,42,2889,2,Public Safety - DOC - Personnel,234,6,227,0,6,447,3,Public Safety - DOC -Residents,318,5,300,402,407,1168,1,Public Safety - DYRS - Personnel,84,0,83,0,0,301,1,Public Safety - DYRS -Residents,48,2,46,15,17,97,0,Public Safety - OUC -Personnel,71,1,70,1,2,177,Human Services - DHS,,,,,Saint Elizabeths Hospital (SEH-Personnel),281,0,3,457,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,3,199,88,17,Human Services - DDS,446,371,63,Human Services - CFSA,70,1,249,1,DMV Personnel,32,0,30,0,0,58,2,DCPS Personnel Working In-Person,211,,86,DCPS Students Particpating in In-Person Activities,655,,595
548,2021/10/14 00:00:00+00,Testing,2135437,627670,62976,1183,34985,Hospitals,345,53,440,159,281,70,10,2206,Public Safety - FEMS,536,41,495,454,495,4804,Public Safety - MPD,833,23,805,19,42,2889,2,Public Safety - DOC - Personnel,234,6,227,0,6,447,3,Public Safety - DOC -Residents,328,10,305,274,284,1305,1,Public Safety - DYRS - Personnel,84,0,83,0,0,301,1,Public Safety - DYRS -Residents,48,2,47,15,16,98,0,Public Safety - OUC -Personnel,71,1,70,0,1,178,Human Services - DHS,610,32,15,25,Saint Elizabeths Hospital (SEH-Personnel),281,0,3,457,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,3,198,88,17,Human Services - DDS,446,371,63,Human Services - CFSA,70,1,249,1,DMV Personnel,32,0,30,0,0,58,2,DCPS Personnel Working In-Person,212,,63,DCPS Students Particpating in In-Person Activities,671,,598
549,2021/10/15 00:00:00+00,Testing,2145543,629535,63305,1184,34985,Hospitals,345,58,440,150,290,70,12,2139,Public Safety - FEMS,536,41,495,454,495,4804,Public Safety - MPD,833,23,805,19,42,2889,2,Public Safety - DOC - Personnel,234,6,227,0,6,447,3,Public Safety - DOC -Residents,328,10,305,274,284,1305,1,Public Safety - DYRS - Personnel,84,0,83,0,0,301,1,Public Safety - DYRS -Residents,48,2,47,15,16,98,0,Public Safety - OUC -Personnel,71,1,70,0,1,178,Human Services - DHS,610,32,15,25,Saint Elizabeths Hospital (SEH-Personnel),281,0,3,457,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,3,198,88,17,Human Services - DDS,446,371,63,Human Services - CFSA,70,1,249,1,DMV Personnel,32,0,30,0,0,58,2,DCPS Personnel Working In-Person,212,,58,DCPS Students Particpating in In-Person Activities,682,,499
550,2021/10/18 00:00:00+00,Testing,2155739,632396,63345,1185,34985,Hospitals,345,52,440,145,295,58,13,2089,Public Safety - FEMS,551,33,518,6,39,4958,Public Safety - MPD,854,27,822,16,43,2905,2,Public Safety - DOC - Personnel,237,5,229,0,5,451,3,Public Safety - DOC -Residents,331,7,311,269,276,1314,1,Public Safety - DYRS - Personnel,84,0,83,0,0,301,1,Public Safety - DYRS -Residents,48,0,48,0,0,114,0,Public Safety - OUC -Personnel,71,1,70,0,1,178,Human Services - DHS,615,35,,25,Saint Elizabeths Hospital (SEH-Personnel),281,0,3,457,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,3,194,88,17,Human Services - DDS,446,371,63,Human Services - CFSA,70,0,250,1,DMV Personnel,32,0,30,0,0,58,2,DCPS Personnel Working In-Person,215,,45,DCPS Students Particpating in In-Person Activities,706,,445
551,2021/10/19 00:00:00+00,Testing,2160596,633212,63400,1185,34985,Hospitals,345,57,440,152,288,74,13,2163,Public Safety - FEMS,551,33,518,6,39,4958,Public Safety - MPD,854,27,822,16,43,2905,2,Public Safety - DOC - Personnel,237,5,229,0,5,451,3,Public Safety - DOC -Residents,331,7,311,269,276,1314,1,Public Safety - DYRS - Personnel,84,0,83,0,0,301,1,Public Safety - DYRS -Residents,48,0,48,0,0,114,0,Public Safety - OUC -Personnel,71,1,70,0,1,178,Human Services - DHS,615,30,12,25,Saint Elizabeths Hospital (SEH-Personnel),281,0,3,457,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,3,194,88,17,Human Services - DDS,446,371,63,Human Services - CFSA,70,0,250,1,DMV Personnel,32,0,30,0,0,58,2,DCPS Personnel Working In-Person,216,,61,DCPS Students Particpating in In-Person Activities,731,,530
552,2021/10/20 00:00:00+00,Testing,2167758,634294,63474,1186,34985,Hospitals,345,48,440,148,292,66,8,2229,Public Safety - FEMS,551,33,518,6,39,4958,Public Safety - MPD,854,27,822,16,43,2905,2,Public Safety - DOC - Personnel,237,5,229,0,5,451,3,Public Safety - DOC -Residents,331,7,311,269,276,1314,1,Public Safety - DYRS - Personnel,84,0,83,0,0,301,1,Public Safety - DYRS -Residents,48,0,48,0,0,114,0,Public Safety - OUC -Personnel,71,1,70,0,1,178,Human Services - DHS,616,29,12,25,Saint Elizabeths Hospital (SEH-Personnel),281,0,3,457,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,3,192,88,17,Human Services - DDS,446,371,63,Human Services - CFSA,70,0,250,1,DMV Personnel,32,0,30,0,0,58,2,DCPS Personnel Working In-Person,217,,66,DCPS Students Particpating in In-Person Activities,720,,
553,2021/10/21 00:00:00+00,Testing,2179397,635855,63588,1186,34985,Hospitals,345,55,440,135,305,64,15,2238,Public Safety - FEMS,551,33,518,6,39,4958,Public Safety - MPD,854,27,822,16,43,2905,2,Public Safety - DOC - Personnel,237,5,229,0,5,451,3,Public Safety - DOC -Residents,331,6,312,259,288,1323,1,Public Safety - DYRS - Personnel,84,0,83,0,0,301,1,Public Safety - DYRS -Residents,48,0,48,0,0,114,0,Public Safety - OUC -Personnel,71,1,70,0,1,178,Human Services - DHS,617,27,10,25,Saint Elizabeths Hospital (SEH-Personnel),281,0,3,457,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,3,191,89,17,Human Services - DDS,446,371,64,Human Services - CFSA,70,0,250,1,DMV Personnel,32,0,30,0,0,58,2,DCPS Personnel Working In-Person,217,,72,DCPS Students Particpating in In-Person Activities,727,,646
554,2021/10/22 00:00:00+00,Testing,2192784,638005,63879,1186,34985,Hospitals,345,56,440,135,305,57,15,2081,Public Safety - FEMS,551,33,518,6,39,4958,Public Safety - MPD,854,27,822,16,43,2905,2,Public Safety - DOC - Personnel,237,5,229,0,5,451,3,Public Safety - DOC -Residents,331,6,312,259,288,1323,1,Public Safety - DYRS - Personnel,84,0,83,0,0,301,1,Public Safety - DYRS -Residents,48,0,48,0,0,114,0,Public Safety - OUC -Personnel,71,1,70,0,1,178,Human Services - DHS,617,14,8,25,Saint Elizabeths Hospital (SEH-Personnel),281,0,3,457,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,197,89,17,Human Services - DDS,446,371,64,Human Services - CFSA,70,0,250,1,DMV Personnel,32,0,30,0,0,58,2,DCPS Personnel Working In-Person,221,,72,DCPS Students Particpating in In-Person Activities,738,,648
555,2021/10/25 00:00:00+00,Testing,2202015,639814,63919,1187,34985,Hospitals,345,81,440,134,306,61,15,2062,Public Safety - FEMS,555,19,2,23,42,4978,Public Safety - MPD,860,26,829,20,46,2910,2,Public Safety - DOC - Personnel,240,5,232,0,5,454,3,Public Safety - DOC -Residents,332,2,317,182,184,1392,1,Public Safety - DYRS - Personnel,84,0,83,0,0,301,1,Public Safety - DYRS -Residents,48,0,48,0,0,114,0,Public Safety - OUC -Personnel,74,4,70,0,4,179,Human Services - DHS,617,14,8,25,Saint Elizabeths Hospital (SEH-Personnel),281,1,4,457,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,197,89,17,Human Services - DDS,446,371,64,Human Services - CFSA,71,2,250,1,DMV Personnel,32,0,30,0,0,58,2,DCPS Personnel Working In-Person,222,,30,DCPS Students Particpating in In-Person Activities,754,,397
556,2021/10/26 00:00:00+00,Testing,2208267,640668,63990,1187,34985,Hospitals,345,61,440,125,315,61,15,2146,Public Safety - FEMS,555,19,2,23,42,4978,Public Safety - MPD,860,26,829,20,46,2910,2,Public Safety - DOC - Personnel,240,5,232,0,5,454,3,Public Safety - DOC -Residents,332,2,317,182,184,1392,1,Public Safety - DYRS - Personnel,84,0,83,0,0,301,1,Public Safety - DYRS -Residents,48,0,48,0,0,114,0,Public Safety - OUC -Personnel,74,4,70,0,4,179,Human Services - DHS,617,8,3,25,Saint Elizabeths Hospital (SEH-Personnel),281,1,4,457,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,197,89,17,Human Services - DDS,446,371,64,Human Services - CFSA,71,2,250,1,DMV Personnel,32,0,30,0,0,58,2,DCPS Personnel Working In-Person,224,,42,DCPS Students Particpating in In-Person Activities,765,,475
557,2021/10/27 00:00:00+00,Testing,2217234,641906,64108,1188,34985,Hospitals,345,69,440,126,314,56,16,2221,Public Safety - FEMS,,,,,,,Public Safety - MPD,860,26,829,20,46,2910,2,Public Safety - DOC - Personnel,240,5,232,0,5,454,3,Public Safety - DOC -Residents,332,2,317,182,184,1392,1,Public Safety - DYRS - Personnel,84,0,83,0,0,301,1,Public Safety - DYRS -Residents,48,0,48,0,0,114,0,Public Safety - OUC -Personnel,74,4,70,0,4,179,Human Services - DHS,,,,,Saint Elizabeths Hospital (SEH-Personnel),281,1,4,457,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,197,89,17,Human Services - DDS,446,371,64,Human Services - CFSA,71,2,250,1,DMV Personnel,32,0,30,0,0,58,2,DCPS Personnel Working In-Person,229,,60,DCPS Students Particpating in In-Person Activities,778,,582
558,2021/10/28 00:00:00+00,Testing,2225765,643389,64240,1190,34985,Hospitals,345,67,440,129,311,50,15,2211,Public Safety - FEMS,555,19,2,23,42,4978,Public Safety - MPD,860,26,829,20,46,2910,2,Public Safety - DOC - Personnel,240,5,232,0,5,454,3,Public Safety - DOC -Residents,333,1,318,158,159,1410,1,Public Safety - DYRS - Personnel,84,0,83,0,0,301,1,Public Safety - DYRS -Residents,48,0,48,2,2,114,0,Public Safety - OUC -Personnel,74,4,70,0,4,179,Human Services - DHS,617,14,4,25,Saint Elizabeths Hospital (SEH-Personnel),281,1,4,457,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,197,89,17,Human Services - DDS,446,371,64,Human Services - CFSA,71,2,250,1,DMV Personnel,32,0,30,0,0,58,2,DCPS Personnel Working In-Person,232,,77,DCPS Students Particpating in In-Person Activities,790,,623
559,2021/10/29 00:00:00+00,Testing,2235683,644631,64470,1191,34985,Hospitals,345,64,440,125,315,48,17,2028,Public Safety - FEMS,555,19,2,23,42,4978,Public Safety - MPD,860,26,829,20,46,2910,2,Public Safety - DOC - Personnel,240,5,232,0,5,454,3,Public Safety - DOC -Residents,333,1,318,158,159,1410,1,Public Safety - DYRS - Personnel,84,0,83,0,0,301,1,Public Safety - DYRS -Residents,48,0,48,2,2,114,0,Public Safety - OUC -Personnel,74,4,70,0,4,179,Human Services - DHS,617,15,5,25,Saint Elizabeths Hospital (SEH-Personnel),282,0,2,459,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,197,89,17,Human Services - DDS,446,371,64,Human Services - CFSA,71,2,250,1,DMV Personnel,32,0,30,0,0,58,2,DCPS Personnel Working In-Person,229,,74,DCPS Students Particpating in In-Person Activities,795,,603
560,2021/11/01 00:00:00+00,Testing,2244544,645792,64541,1193,34985,Hospitals,345,90,440,125,315,48,16,2020,Public Safety - FEMS,556,13,543,7,20,4989,Public Safety - MPD,868,23,841,9,32,2919,2,Public Safety - DOC - Personnel,243,8,232,0,8,454,3,Public Safety - DOC -Residents,334,1,319,102,103,1476,1,Public Safety - DYRS - Personnel,85,1,83,1,2,300,1,Public Safety - DYRS -Residents,48,0,48,3,3,114,0,Public Safety - OUC -Personnel,74,4,70,0,4,179,Human Services - DHS,631,29,19,25,Saint Elizabeths Hospital (SEH-Personnel),282,0,2,459,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,196,89,17,Human Services - DDS,446,371,64,Human Services - CFSA,73,2,250,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,232,,56,DCPS Students Particpating in In-Person Activities,800,,292
561,2021/11/02 00:00:00+00,Testing,2251212,646811,64602,1193,34985,Hospitals,345,58,440,130,310,43,15,2092,Public Safety - FEMS,556,13,543,7,20,4989,Public Safety - MPD,868,23,841,9,32,2919,2,Public Safety - DOC - Personnel,243,8,232,0,8,454,3,Public Safety - DOC -Residents,334,1,319,102,103,1476,1,Public Safety - DYRS - Personnel,85,1,83,1,2,300,1,Public Safety - DYRS -Residents,48,0,48,3,3,114,0,Public Safety - OUC -Personnel,74,4,70,0,4,179,Human Services - DHS,631,25,21,25,Saint Elizabeths Hospital (SEH-Personnel),282,0,2,459,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,196,89,17,Human Services - DDS,446,371,64,Human Services - CFSA,73,2,250,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,233,,70,DCPS Students Particpating in In-Person Activities,804,,330
562,2021/11/03 00:00:00+00,Testing,2260221,647803,64708,1193,34985,Hospitals,345,12,440,135,305,43,15,1960,Public Safety - FEMS,556,13,543,7,20,4989,Public Safety - MPD,868,23,841,9,32,2919,2,Public Safety - DOC - Personnel,243,8,232,0,8,454,3,Public Safety - DOC -Residents,334,1,319,102,103,1476,1,Public Safety - DYRS - Personnel,85,1,83,1,2,300,1,Public Safety - DYRS -Residents,48,0,48,3,3,114,0,Public Safety - OUC -Personnel,74,4,70,0,4,179,Human Services - DHS,531,23,20,25,Saint Elizabeths Hospital (SEH-Personnel),284,0,4,459,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,196,89,17,Human Services - DDS,446,371,64,Human Services - CFSA,73,2,250,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,236,,91,DCPS Students Particpating in In-Person Activities,813,,409
563,2021/11/04 00:00:00+00,Testing,2270463,649825,64799,1193,34985,Hospitals,345,67,440,146,294,41,16,2182,Public Safety - FEMS,556,13,543,7,20,4989,Public Safety - MPD,868,23,841,9,32,2919,2,Public Safety - DOC - Personnel,243,8,232,0,8,454,3,Public Safety - DOC -Residents,334,0,319,103,103,1468,1,Public Safety - DYRS - Personnel,85,1,83,1,2,300,1,Public Safety - DYRS -Residents,51,3,48,7,10,114,0,Public Safety - OUC -Personnel,74,4,70,0,4,179,Human Services - DHS,531,24,21,25,Saint Elizabeths Hospital (SEH-Personnel),285,0,5,459,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,196,89,17,Human Services - DDS,446,371,64,Human Services - CFSA,73,2,250,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,240,,85,DCPS Students Particpating in In-Person Activities,822,,372
564,2021/11/05 00:00:00+00,Testing,2280579,651427,65050,1193,34985,Hospitals,354,53,440,136,304,41,61,2033,Public Safety - FEMS,556,13,543,7,20,4989,Public Safety - MPD,868,23,841,9,32,2919,2,Public Safety - DOC - Personnel,243,8,232,0,8,454,3,Public Safety - DOC -Residents,334,0,319,103,103,1468,1,Public Safety - DYRS - Personnel,85,1,83,1,2,300,1,Public Safety - DYRS -Residents,51,3,48,7,10,114,0,Public Safety - OUC -Personnel,74,4,70,0,4,179,Human Services - DHS,635,36,33,25,Saint Elizabeths Hospital (SEH-Personnel),285,0,4,459,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,196,80,17,Human Services - DDS,446,371,64,Human Services - CFSA,73,2,250,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,241,,74,DCPS Students Particpating in In-Person Activities,825,,285
