Window_title,Title,Description1,Category1,Description2,Category2,Value,Value_unit,Value_1,Value_1_unit,Comparison,Timestamp,Chart_info
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/20/2020 to 10/03/2020,,Charlestown,Week range,09/20/2020 to 10/03/2020,41.2,"per 100,000 residents",8,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/20/2020 to 10/03/2020,,"Dorchester (02121, 02125)",Week range,09/20/2020 to 10/03/2020,216.2,"per 100,000 residents",139,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/20/2020 to 10/03/2020,,"Dorchester (02122, 02124)",Week range,09/20/2020 to 10/03/2020,162,"per 100,000 residents",131,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/20/2020 to 10/03/2020,,East Boston,Week range,09/20/2020 to 10/03/2020,260,"per 100,000 residents",122,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/20/2020 to 10/03/2020,,Fenway,Week range,09/20/2020 to 10/03/2020,80.4,"per 100,000 residents",44,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/20/2020 to 10/03/2020,,Hyde Park,Week range,09/20/2020 to 10/03/2020,195.8,"per 100,000 residents",67,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/20/2020 to 10/03/2020,,Jamaica Plain,Week range,09/20/2020 to 10/03/2020,94.1,"per 100,000 residents",38,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/20/2020 to 10/03/2020,,Mattapan,Week range,09/20/2020 to 10/03/2020,101.4,"per 100,000 residents",30,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/20/2020 to 10/03/2020,,Roslindale,Week range,09/20/2020 to 10/03/2020,115.5,"per 100,000 residents",39,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/20/2020 to 10/03/2020,,Roxbury,Week range,09/20/2020 to 10/03/2020,157.7,"per 100,000 residents",68,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/20/2020 to 10/03/2020,,South Boston,Week range,09/20/2020 to 10/03/2020,197,"per 100,000 residents",79,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/20/2020 to 10/03/2020,,South End,Week range,09/20/2020 to 10/03/2020,92.3,"per 100,000 residents",33,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/20/2020 to 10/03/2020,,West Roxbury,Week range,09/20/2020 to 10/03/2020,66.7,"per 100,000 residents",19,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/27/2020 to 10/10/2020,,Allston/Brighton,Week range,09/27/2020 to 10/10/2020,126.2,"per 100,000 residents",84,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/27/2020 to 10/10/2020,,Backbay/North End/Downtown,Week range,09/27/2020 to 10/10/2020,73.6,"per 100,000 residents",41,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/27/2020 to 10/10/2020,,Boston,Week range,09/27/2020 to 10/10/2020,159.6,"per 100,000 residents",1084,Cases,,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/27/2020 to 10/10/2020,,Charlestown,Week range,09/27/2020 to 10/10/2020,41.2,"per 100,000 residents",8,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/27/2020 to 10/10/2020,,"Dorchester (02121, 02125)",Week range,09/27/2020 to 10/10/2020,269.1,"per 100,000 residents",173,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/27/2020 to 10/10/2020,,"Dorchester (02122, 02124)",Week range,09/27/2020 to 10/10/2020,186.7,"per 100,000 residents",151,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/27/2020 to 10/10/2020,,East Boston,Week range,09/27/2020 to 10/10/2020,245.1,"per 100,000 residents",115,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/27/2020 to 10/10/2020,,Fenway,Week range,09/27/2020 to 10/10/2020,60.3,"per 100,000 residents",33,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/27/2020 to 10/10/2020,,Hyde Park,Week range,09/27/2020 to 10/10/2020,280.5,"per 100,000 residents",96,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/27/2020 to 10/10/2020,,Jamaica Plain,Week range,09/27/2020 to 10/10/2020,141.2,"per 100,000 residents",57,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/27/2020 to 10/10/2020,,Mattapan,Week range,09/27/2020 to 10/10/2020,131.8,"per 100,000 residents",39,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/27/2020 to 10/10/2020,,Roslindale,Week range,09/27/2020 to 10/10/2020,118.4,"per 100,000 residents",40,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/27/2020 to 10/10/2020,,Roxbury,Week range,09/27/2020 to 10/10/2020,208.7,"per 100,000 residents",90,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/27/2020 to 10/10/2020,,South Boston,Week range,09/27/2020 to 10/10/2020,169.6,"per 100,000 residents",68,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/27/2020 to 10/10/2020,,South End,Week range,09/27/2020 to 10/10/2020,120.3,"per 100,000 residents",43,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 09/27/2020 to 10/10/2020,,West Roxbury,Week range,09/27/2020 to 10/10/2020,66.7,"per 100,000 residents",19,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/04/2020 to 10/17/2020,,Allston/Brighton,Week range,10/04/2020 to 10/17/2020,103.6,"per 100,000 residents",69,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/04/2020 to 10/17/2020,,Backbay/North End/Downtown,Week range,10/04/2020 to 10/17/2020,64.6,"per 100,000 residents",36,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/04/2020 to 10/17/2020,,Boston,Week range,10/04/2020 to 10/17/2020,180.5,"per 100,000 residents",1226,Cases,,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/04/2020 to 10/17/2020,,Charlestown,Week range,10/04/2020 to 10/17/2020,113.3,"per 100,000 residents",22,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/04/2020 to 10/17/2020,,"Dorchester (02121, 02125)",Week range,10/04/2020 to 10/17/2020,303.4,"per 100,000 residents",195,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/04/2020 to 10/17/2020,,"Dorchester (02122, 02124)",Week range,10/04/2020 to 10/17/2020,200.3,"per 100,000 residents",162,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/04/2020 to 10/17/2020,,East Boston,Week range,10/04/2020 to 10/17/2020,289.8,"per 100,000 residents",136,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/04/2020 to 10/17/2020,,Fenway,Week range,10/04/2020 to 10/17/2020,84.1,"per 100,000 residents",46,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/04/2020 to 10/17/2020,,Hyde Park,Week range,10/04/2020 to 10/17/2020,280.5,"per 100,000 residents",96,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/04/2020 to 10/17/2020,,Jamaica Plain,Week range,10/04/2020 to 10/17/2020,170.9,"per 100,000 residents",69,Cases,Similar to the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/04/2020 to 10/17/2020,,Mattapan,Week range,10/04/2020 to 10/17/2020,141.9,"per 100,000 residents",42,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/04/2020 to 10/17/2020,,Roslindale,Week range,10/04/2020 to 10/17/2020,148.1,"per 100,000 residents",50,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/04/2020 to 10/17/2020,,Roxbury,Week range,10/04/2020 to 10/17/2020,289.8,"per 100,000 residents",125,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/04/2020 to 10/17/2020,,South Boston,Week range,10/04/2020 to 10/17/2020,177.1,"per 100,000 residents",71,Cases,Similar to the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/04/2020 to 10/17/2020,,South End,Week range,10/04/2020 to 10/17/2020,170.6,"per 100,000 residents",61,Cases,Similar to the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/04/2020 to 10/17/2020,,West Roxbury,Week range,10/04/2020 to 10/17/2020,70.2,"per 100,000 residents",20,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/11/2020 to 10/24/2020,,Allston/Brighton,Week range,10/11/2020 to 10/24/2020,114.1,"per 100,000 residents",76,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/11/2020 to 10/24/2020,,Backbay/North End/Downtown,Week range,10/11/2020 to 10/24/2020,129.2,"per 100,000 residents",72,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/11/2020 to 10/24/2020,,Boston,Week range,10/11/2020 to 10/24/2020,229.8,"per 100,000 residents",1561,Cases,,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/11/2020 to 10/24/2020,,Charlestown,Week range,10/11/2020 to 10/24/2020,170,"per 100,000 residents",33,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/11/2020 to 10/24/2020,,"Dorchester (02121, 02125)",Week range,10/11/2020 to 10/24/2020,336,"per 100,000 residents",216,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/11/2020 to 10/24/2020,,"Dorchester (02122, 02124)",Week range,10/11/2020 to 10/24/2020,268.3,"per 100,000 residents",217,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/11/2020 to 10/24/2020,,East Boston,Week range,10/11/2020 to 10/24/2020,390,"per 100,000 residents",183,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/11/2020 to 10/24/2020,,Fenway,Week range,10/11/2020 to 10/24/2020,149.8,"per 100,000 residents",82,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/11/2020 to 10/24/2020,,Hyde Park,Week range,10/11/2020 to 10/24/2020,254.2,"per 100,000 residents",87,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/11/2020 to 10/24/2020,,Jamaica Plain,Week range,10/11/2020 to 10/24/2020,205.6,"per 100,000 residents",83,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/11/2020 to 10/24/2020,,Mattapan,Week range,10/11/2020 to 10/24/2020,172.3,"per 100,000 residents",51,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/11/2020 to 10/24/2020,,Roslindale,Week range,10/11/2020 to 10/24/2020,251.7,"per 100,000 residents",85,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/11/2020 to 10/24/2020,,Roxbury,Week range,10/11/2020 to 10/24/2020,382.6,"per 100,000 residents",165,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/11/2020 to 10/24/2020,,South Boston,Week range,10/11/2020 to 10/24/2020,197,"per 100,000 residents",79,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/11/2020 to 10/24/2020,,South End,Week range,10/11/2020 to 10/24/2020,212.5,"per 100,000 residents",76,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/11/2020 to 10/24/2020,,West Roxbury,Week range,10/11/2020 to 10/24/2020,91.3,"per 100,000 residents",26,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/18/2020 to 10/31/2020,,Allston/Brighton,Week range,10/18/2020 to 10/31/2020,171.2,"per 100,000 residents",114,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/18/2020 to 10/31/2020,,Backbay/North End/Downtown,Week range,10/18/2020 to 10/31/2020,170.5,"per 100,000 residents",95,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/18/2020 to 10/31/2020,,Boston,Week range,10/18/2020 to 10/31/2020,261.4,"per 100,000 residents",1776,Cases,,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/18/2020 to 10/31/2020,,Charlestown,Week range,10/18/2020 to 10/31/2020,164.8,"per 100,000 residents",32,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/18/2020 to 10/31/2020,,"Dorchester (02121, 02125)",Week range,10/18/2020 to 10/31/2020,385.8,"per 100,000 residents",248,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/18/2020 to 10/31/2020,,"Dorchester (02122, 02124)",Week range,10/18/2020 to 10/31/2020,309.1,"per 100,000 residents",250,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/18/2020 to 10/31/2020,,East Boston,Week range,10/18/2020 to 10/31/2020,460.3,"per 100,000 residents",216,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/18/2020 to 10/31/2020,,Fenway,Week range,10/18/2020 to 10/31/2020,146.2,"per 100,000 residents",80,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/18/2020 to 10/31/2020,,Hyde Park,Week range,10/18/2020 to 10/31/2020,233.8,"per 100,000 residents",80,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/18/2020 to 10/31/2020,,Jamaica Plain,Week range,10/18/2020 to 10/31/2020,232.8,"per 100,000 residents",94,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/18/2020 to 10/31/2020,,Mattapan,Week range,10/18/2020 to 10/31/2020,233.2,"per 100,000 residents",69,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/18/2020 to 10/31/2020,,Roslindale,Week range,10/18/2020 to 10/31/2020,305,"per 100,000 residents",103,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/18/2020 to 10/31/2020,,Roxbury,Week range,10/18/2020 to 10/31/2020,366.4,"per 100,000 residents",158,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/18/2020 to 10/31/2020,,South Boston,Week range,10/18/2020 to 10/31/2020,224.5,"per 100,000 residents",90,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/18/2020 to 10/31/2020,,South End,Week range,10/18/2020 to 10/31/2020,229.3,"per 100,000 residents",82,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/18/2020 to 10/31/2020,,West Roxbury,Week range,10/18/2020 to 10/31/2020,122.9,"per 100,000 residents",35,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/25/2020 to 11/07/2020,,Allston/Brighton,Week range,10/25/2020 to 11/07/2020,219.3,"per 100,000 residents",146,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/25/2020 to 11/07/2020,,Backbay/North End/Downtown,Week range,10/25/2020 to 11/07/2020,217.1,"per 100,000 residents",121,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/25/2020 to 11/07/2020,,Boston,Week range,10/25/2020 to 11/07/2020,329.3,"per 100,000 residents",2237,Cases,,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/25/2020 to 11/07/2020,,Charlestown,Week range,10/25/2020 to 11/07/2020,236.9,"per 100,000 residents",46,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/25/2020 to 11/07/2020,,"Dorchester (02121, 02125)",Week range,10/25/2020 to 11/07/2020,455.8,"per 100,000 residents",293,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/25/2020 to 11/07/2020,,"Dorchester (02122, 02124)",Week range,10/25/2020 to 11/07/2020,387,"per 100,000 residents",313,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/25/2020 to 11/07/2020,,East Boston,Week range,10/25/2020 to 11/07/2020,635,"per 100,000 residents",298,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/25/2020 to 11/07/2020,,Fenway,Week range,10/25/2020 to 11/07/2020,155.3,"per 100,000 residents",85,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/25/2020 to 11/07/2020,,Hyde Park,Week range,10/25/2020 to 11/07/2020,260.1,"per 100,000 residents",89,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/25/2020 to 11/07/2020,,Jamaica Plain,Week range,10/25/2020 to 11/07/2020,277.4,"per 100,000 residents",112,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/25/2020 to 11/07/2020,,Mattapan,Week range,10/25/2020 to 11/07/2020,300.8,"per 100,000 residents",89,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/25/2020 to 11/07/2020,,Roslindale,Week range,10/25/2020 to 11/07/2020,331.7,"per 100,000 residents",112,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/25/2020 to 11/07/2020,,Roxbury,Week range,10/25/2020 to 11/07/2020,433.6,"per 100,000 residents",187,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/25/2020 to 11/07/2020,,South Boston,Week range,10/25/2020 to 11/07/2020,483.9,"per 100,000 residents",194,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/25/2020 to 11/07/2020,,South End,Week range,10/25/2020 to 11/07/2020,254.5,"per 100,000 residents",91,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 10/25/2020 to 11/07/2020,,West Roxbury,Week range,10/25/2020 to 11/07/2020,136.9,"per 100,000 residents",39,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/01/2020 to 11/14/2020,,Allston/Brighton,Week range,11/01/2020 to 11/14/2020,306.4,"per 100,000 residents",204,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/01/2020 to 11/14/2020,,Backbay/North End/Downtown,Week range,11/01/2020 to 11/14/2020,366.1,"per 100,000 residents",204,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/01/2020 to 11/14/2020,,Boston,Week range,11/01/2020 to 11/14/2020,455.1,"per 100,000 residents",3092,Cases,,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/01/2020 to 11/14/2020,,Charlestown,Week range,11/01/2020 to 11/14/2020,324.5,"per 100,000 residents",63,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/01/2020 to 11/14/2020,,"Dorchester (02121, 02125)",Week range,11/01/2020 to 11/14/2020,567.8,"per 100,000 residents",365,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/01/2020 to 11/14/2020,,"Dorchester (02122, 02124)",Week range,11/01/2020 to 11/14/2020,500.7,"per 100,000 residents",405,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/01/2020 to 11/14/2020,,East Boston,Week range,11/01/2020 to 11/14/2020,858.8,"per 100,000 residents",403,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/01/2020 to 11/14/2020,,Fenway,Week range,11/01/2020 to 11/14/2020,250.3,"per 100,000 residents",137,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/01/2020 to 11/14/2020,,Hyde Park,Week range,11/01/2020 to 11/14/2020,447.1,"per 100,000 residents",153,Cases,Similar to the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/01/2020 to 11/14/2020,,Jamaica Plain,Week range,11/01/2020 to 11/14/2020,270,"per 100,000 residents",109,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/01/2020 to 11/14/2020,,Mattapan,Week range,11/01/2020 to 11/14/2020,368.4,"per 100,000 residents",109,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/01/2020 to 11/14/2020,,Roslindale,Week range,11/01/2020 to 11/14/2020,414.6,"per 100,000 residents",140,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/01/2020 to 11/14/2020,,Roxbury,Week range,11/01/2020 to 11/14/2020,577.4,"per 100,000 residents",249,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/01/2020 to 11/14/2020,,South Boston,Week range,11/01/2020 to 11/14/2020,770.7,"per 100,000 residents",309,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/01/2020 to 11/14/2020,,South End,Week range,11/01/2020 to 11/14/2020,402.7,"per 100,000 residents",144,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/01/2020 to 11/14/2020,,West Roxbury,Week range,11/01/2020 to 11/14/2020,203.6,"per 100,000 residents",58,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/08/2020 to 11/21/2020,,Allston/Brighton,Week range,11/08/2020 to 11/21/2020,377,"per 100,000 residents",251,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/08/2020 to 11/21/2020,,Backbay/North End/Downtown,Week range,11/08/2020 to 11/21/2020,403.8,"per 100,000 residents",225,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/08/2020 to 11/21/2020,,Boston,Week range,11/08/2020 to 11/21/2020,495.4,"per 100,000 residents",3366,Cases,,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/08/2020 to 11/21/2020,,Charlestown,Week range,11/08/2020 to 11/21/2020,329.7,"per 100,000 residents",64,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/08/2020 to 11/21/2020,,"Dorchester (02121, 02125)",Week range,11/08/2020 to 11/21/2020,611.4,"per 100,000 residents",393,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/08/2020 to 11/21/2020,,"Dorchester (02122, 02124)",Week range,11/08/2020 to 11/21/2020,525.5,"per 100,000 residents",425,Cases,Higher than the rest of Boston,04/29/2022,""
